Date,LambertX,LambertY,tasminAdjust,tasmaxAdjust,tasAdjust,prtotAdjust,prsnAdjust
19510207,364000,1985000,272.49,283.67,277.02,0.0000000,0.0000000
19510208,364000,1985000,270.98,286.86,278.36,0.0000000,0.0000000
19510209,364000,1985000,276.90,285.52,280.39,0.0000000,0.0000000
19510210,364000,1985000,275.98,286.19,280.91,0.0000000,0.0000000
19510211,364000,1985000,277.67,287.46,281.89,0.0000000,0.0000000
19510212,364000,1985000,278.12,282.60,280.47,0.0000048,0.0000000
19510213,364000,1985000,278.27,280.76,279.63,0.0000162,0.0000000
19510214,364000,1985000,276.83,282.40,279.83,0.0000139,0.0000000
19510215,364000,1985000,275.90,282.94,279.42,0.0000457,0.0000000
19510216,364000,1985000,282.64,287.06,284.33,0.0001264,0.0000000
19510217,364000,1985000,282.44,287.74,284.63,0.0000385,0.0000000
19510218,364000,1985000,281.33,282.11,281.69,0.0000468,0.0000000
19510219,364000,1985000,276.63,281.80,279.18,0.0000048,0.0000000
19510220,364000,1985000,275.98,281.62,278.16,0.0000000,0.0000000
19510221,364000,1985000,274.29,285.16,281.14,0.0000000,0.0000000
19510222,364000,1985000,281.26,286.17,283.67,0.0000024,0.0000000
19510223,364000,1985000,280.91,287.43,284.04,0.0000560,0.0000000
19510224,364000,1985000,278.73,284.08,282.10,0.0000000,0.0000000
19510225,364000,1985000,274.12,286.98,279.67,0.0000031,0.0000000
19510226,364000,1985000,277.72,287.21,281.36,0.0000606,0.0000000
19510227,364000,1985000,278.77,283.13,281.75,0.0000941,0.0000000
19510228,364000,1985000,277.21,291.07,285.35,0.0000000,0.0000000
19510301,364000,1985000,282.80,293.45,288.69,0.0000890,0.0000000
19510302,364000,1985000,283.34,287.62,285.91,0.0000000,0.0000000
19510303,364000,1985000,279.22,284.90,281.51,0.0001623,0.0000000
19510304,364000,1985000,278.63,283.11,280.62,0.0000991,0.0000000
19510305,364000,1985000,277.75,282.75,280.12,0.0000252,0.0000000
19510306,364000,1985000,275.31,284.46,279.62,0.0000013,0.0000000
19510307,364000,1985000,279.34,281.90,281.17,0.0001380,0.0000000
19510308,364000,1985000,279.90,285.45,282.60,0.0000235,0.0000000
19510309,364000,1985000,282.37,286.29,284.36,0.0000133,0.0000000
19510310,364000,1985000,282.58,285.66,284.11,0.0001208,0.0000000
19510311,364000,1985000,279.54,284.74,282.20,0.0001135,0.0000000
19510312,364000,1985000,275.46,286.64,282.09,0.0000000,0.0000000
19510313,364000,1985000,276.90,290.03,284.01,0.0000099,0.0000000
19510314,364000,1985000,277.98,284.81,281.93,0.0000157,0.0000000
19510315,364000,1985000,276.82,284.92,281.41,0.0000795,0.0000000
19510316,364000,1985000,281.65,284.68,283.08,0.0002995,0.0000000
19510317,364000,1985000,282.16,287.58,284.28,0.0001437,0.0000000
19510318,364000,1985000,285.77,287.69,286.83,0.0000254,0.0000000
19510319,364000,1985000,284.77,286.45,285.54,0.0000253,0.0000000
19510320,364000,1985000,282.54,289.75,285.07,0.0000000,0.0000000
19510321,364000,1985000,278.28,291.35,286.99,0.0000000,0.0000000
19510322,364000,1985000,279.15,295.80,288.26,0.0000000,0.0000000
19510323,364000,1985000,284.30,292.18,288.21,0.0000000,0.0000000
19510324,364000,1985000,280.90,288.47,284.56,0.0000060,0.0000000
19510325,364000,1985000,278.78,284.47,281.92,0.0000288,0.0000000
19510326,364000,1985000,278.48,283.34,281.30,0.0000328,0.0000000
19510327,364000,1985000,277.70,283.67,280.73,0.0000235,0.0000000
19510328,364000,1985000,278.17,286.45,282.69,0.0000000,0.0000000
19510329,364000,1985000,280.80,290.80,285.52,0.0000122,0.0000000
19510330,364000,1985000,284.47,288.24,285.91,0.0000085,0.0000000
19510331,364000,1985000,282.65,289.16,285.37,0.0000173,0.0000000
19510401,364000,1985000,278.83,286.22,283.40,0.0000437,0.0000000
19510402,364000,1985000,277.29,284.60,280.98,0.0000489,0.0000000
19510403,364000,1985000,275.67,292.65,284.99,0.0000000,0.0000000
19510404,364000,1985000,279.50,290.35,284.86,0.0000000,0.0000000
19510405,364000,1985000,281.10,289.85,285.89,0.0000174,0.0000000
19510406,364000,1985000,282.03,288.42,285.39,0.0000557,0.0000000
19510407,364000,1985000,279.74,286.87,283.40,0.0000000,0.0000000
19510408,364000,1985000,277.42,293.08,286.26,0.0000000,0.0000000
19510409,364000,1985000,283.87,296.60,289.67,0.0001019,0.0000000
19510410,364000,1985000,284.11,289.50,286.03,0.0000478,0.0000000
19510411,364000,1985000,280.66,294.39,285.82,0.0000000,0.0000000
19510412,364000,1985000,285.11,296.11,290.54,0.0000000,0.0000000
19510413,364000,1985000,286.86,296.24,292.11,0.0000000,0.0000000
19510414,364000,1985000,282.44,295.10,289.61,0.0000000,0.0000000
19510415,364000,1985000,283.52,290.15,287.10,0.0000047,0.0000000
19510416,364000,1985000,282.41,288.40,285.70,0.0000205,0.0000000
19510417,364000,1985000,279.92,286.87,283.32,0.0000071,0.0000000
19510418,364000,1985000,280.40,287.64,284.12,0.0000135,0.0000000
19510419,364000,1985000,277.97,283.56,280.57,0.0000000,0.0000000
19510420,364000,1985000,274.33,285.59,279.32,0.0000000,0.0000000
19510421,364000,1985000,277.61,286.88,282.66,0.0000365,0.0000000
19510422,364000,1985000,278.93,284.20,281.87,0.0000932,0.0000000
19510423,364000,1985000,276.90,283.36,280.57,0.0000124,0.0000000
19510424,364000,1985000,276.58,282.66,280.33,0.0000000,0.0000000
19510425,364000,1985000,274.77,286.95,280.31,0.0000013,0.0000000
19510426,364000,1985000,281.18,288.51,284.87,0.0000000,0.0000000
19510427,364000,1985000,280.27,290.74,286.16,0.0000000,0.0000000
19510428,364000,1985000,278.85,294.18,288.42,0.0000000,0.0000000
19510429,364000,1985000,282.35,300.92,290.82,0.0000121,0.0000000
19510430,364000,1985000,285.45,301.29,294.20,0.0000000,0.0000000
19510501,364000,1985000,289.04,300.00,294.27,0.0000000,0.0000000
19510502,364000,1985000,287.26,292.76,290.53,0.0000352,0.0000000
19510503,364000,1985000,287.28,291.42,289.05,0.0000736,0.0000000
19510504,364000,1985000,285.31,288.74,287.13,0.0000419,0.0000000
19510505,364000,1985000,281.92,289.65,287.32,0.0000139,0.0000000
19510506,364000,1985000,280.73,299.49,290.08,0.0000000,0.0000000
19510507,364000,1985000,286.76,295.85,291.85,0.0001062,0.0000000
19510508,364000,1985000,284.40,289.03,286.80,0.0000459,0.0000000
19510509,364000,1985000,281.03,289.67,286.18,0.0000064,0.0000000
19510510,364000,1985000,280.85,290.56,285.75,0.0000000,0.0000000
19510511,364000,1985000,280.96,293.01,285.65,0.0000000,0.0000000
19510512,364000,1985000,283.04,294.50,289.39,0.0000000,0.0000000
19510513,364000,1985000,284.86,298.12,290.92,0.0000000,0.0000000
19510514,364000,1985000,283.34,294.65,288.01,0.0002409,0.0000016
19510515,364000,1985000,280.29,290.87,286.38,0.0000000,0.0000000
19510516,364000,1985000,281.62,296.48,287.98,0.0000000,0.0000000
19510517,364000,1985000,282.67,299.93,291.97,0.0000000,0.0000000
19510518,364000,1985000,287.14,300.20,293.41,0.0000000,0.0000000
19510519,364000,1985000,286.67,299.41,294.10,0.0000000,0.0000000
19510520,364000,1985000,286.67,301.53,293.88,0.0000000,0.0000000
19510521,364000,1985000,288.00,301.78,295.24,0.0000000,0.0000000
19510522,364000,1985000,289.39,301.45,295.28,0.0000000,0.0000000
19510523,364000,1985000,286.47,302.02,293.90,0.0000000,0.0000000
19510524,364000,1985000,285.63,299.90,293.49,0.0001276,0.0000000
19510525,364000,1985000,284.99,288.29,286.56,0.0000264,0.0000000
19510526,364000,1985000,282.61,289.26,285.60,0.0000275,0.0000000
19510527,364000,1985000,281.90,288.12,284.77,0.0000242,0.0000000
19510528,364000,1985000,280.11,289.59,284.62,0.0000000,0.0000000
19510529,364000,1985000,278.67,293.63,287.22,0.0000000,0.0000000
19510530,364000,1985000,286.45,292.66,288.71,0.0000077,0.0000000
19510531,364000,1985000,287.76,294.34,290.55,0.0000089,0.0000000
19510601,364000,1985000,286.44,294.80,290.03,0.0000000,0.0000000
19510602,364000,1985000,286.15,288.89,287.86,0.0000282,0.0000000
19510603,364000,1985000,285.27,290.49,288.09,0.0000075,0.0000000
19510604,364000,1985000,282.80,290.26,286.18,0.0000493,0.0000000
19510605,364000,1985000,284.86,288.57,286.96,0.0000099,0.0000000
19510606,364000,1985000,283.35,295.09,288.59,0.0000013,0.0000000
19510607,364000,1985000,284.52,291.29,287.30,0.0000778,0.0000000
19510608,364000,1985000,283.68,294.48,288.91,0.0000000,0.0000000
19510609,364000,1985000,282.91,298.30,290.38,0.0000000,0.0000000
19510610,364000,1985000,286.40,298.27,291.58,0.0000000,0.0000000
19510611,364000,1985000,286.54,298.15,293.40,0.0000000,0.0000000
19510612,364000,1985000,288.13,300.70,294.40,0.0000000,0.0000000
19510613,364000,1985000,286.56,300.99,294.58,0.0000000,0.0000000
19510614,364000,1985000,287.61,300.97,294.88,0.0000000,0.0000000
19510615,364000,1985000,288.37,302.79,295.58,0.0000000,0.0000000
19510616,364000,1985000,289.09,301.89,295.83,0.0000000,0.0000000
19510617,364000,1985000,291.10,300.03,294.69,0.0000000,0.0000000
19510618,364000,1985000,289.06,298.92,292.97,0.0000000,0.0000000
19510619,364000,1985000,288.00,299.98,294.69,0.0000000,0.0000000
19510620,364000,1985000,288.74,300.42,295.11,0.0000000,0.0000000
19510621,364000,1985000,288.93,301.78,294.59,0.0000000,0.0000000
19510622,364000,1985000,288.64,299.30,293.64,0.0000000,0.0000000
19510623,364000,1985000,287.75,296.92,291.86,0.0000000,0.0000000
19510624,364000,1985000,286.18,298.44,291.07,0.0000000,0.0000000
19510625,364000,1985000,285.17,301.20,292.35,0.0000000,0.0000000
19510626,364000,1985000,289.48,306.07,297.46,0.0000000,0.0000000
19510627,364000,1985000,289.86,299.49,294.95,0.0000000,0.0000000
19510628,364000,1985000,286.47,298.90,293.55,0.0000000,0.0000000
19510629,364000,1985000,287.84,301.96,294.48,0.0000000,0.0000000
19510630,364000,1985000,290.14,296.18,293.10,0.0000251,0.0000000
19510701,364000,1985000,286.84,301.61,292.98,0.0000000,0.0000000
19510702,364000,1985000,288.67,305.50,297.37,0.0000000,0.0000000
19510703,364000,1985000,294.30,308.60,301.65,0.0000000,0.0000000
19510704,364000,1985000,296.98,310.86,303.43,0.0000000,0.0000000
19510705,364000,1985000,293.57,303.38,298.63,0.0001117,0.0000000
19510706,364000,1985000,290.72,297.71,293.74,0.0000000,0.0000000
19510707,364000,1985000,288.38,302.40,295.06,0.0000000,0.0000000
19510708,364000,1985000,290.67,303.05,295.98,0.0000000,0.0000000
19510709,364000,1985000,291.63,303.03,298.45,0.0000086,0.0000000
19510710,364000,1985000,290.48,298.36,295.10,0.0000133,0.0000000
19510711,364000,1985000,288.01,293.10,290.95,0.0000305,0.0000000
19510712,364000,1985000,287.64,298.05,293.02,0.0000069,0.0000000
19510713,364000,1985000,289.03,300.47,294.74,0.0000000,0.0000000
19510714,364000,1985000,290.27,297.74,293.75,0.0000276,0.0000000
19510715,364000,1985000,289.70,298.05,294.16,0.0000000,0.0000000
19510716,364000,1985000,288.64,300.21,296.39,0.0000000,0.0000000
19510717,364000,1985000,288.19,302.79,295.36,0.0000000,0.0000000
19510718,364000,1985000,290.54,304.36,296.96,0.0000000,0.0000000
19510719,364000,1985000,291.57,302.75,297.21,0.0000000,0.0000000
19510720,364000,1985000,292.93,301.60,297.24,0.0000000,0.0000000
19510721,364000,1985000,293.02,302.71,297.47,0.0000000,0.0000000
19510722,364000,1985000,292.99,302.79,297.49,0.0000000,0.0000000
19510723,364000,1985000,291.08,305.69,297.01,0.0000000,0.0000000
19510724,364000,1985000,291.90,309.30,299.52,0.0000000,0.0000000
19510725,364000,1985000,294.00,310.83,302.64,0.0000000,0.0000000
19510726,364000,1985000,297.04,308.36,302.30,0.0000000,0.0000000
19510727,364000,1985000,292.11,301.15,296.52,0.0000646,0.0000000
19510728,364000,1985000,288.89,294.99,292.08,0.0000868,0.0000000
19510729,364000,1985000,287.90,295.71,291.58,0.0000000,0.0000000
19510730,364000,1985000,286.33,296.57,290.23,0.0000000,0.0000000
19510731,364000,1985000,286.70,293.14,290.05,0.0000614,0.0000000
19510801,364000,1985000,286.96,296.10,291.23,0.0000000,0.0000000
19510802,364000,1985000,286.07,298.97,293.48,0.0000000,0.0000000
19510803,364000,1985000,288.15,302.53,294.24,0.0000000,0.0000000
19510804,364000,1985000,289.01,304.55,296.86,0.0000000,0.0000000
19510805,364000,1985000,293.05,306.58,300.14,0.0000000,0.0000000
19510806,364000,1985000,294.39,308.24,300.93,0.0000000,0.0000000
19510807,364000,1985000,295.70,307.26,301.98,0.0000000,0.0000000
19510808,364000,1985000,295.60,304.11,300.28,0.0000633,0.0000000
19510809,364000,1985000,295.21,299.60,297.59,0.0000459,0.0000000
19510810,364000,1985000,293.22,305.57,299.87,0.0000000,0.0000000
19510811,364000,1985000,295.97,304.07,300.03,0.0000040,0.0000000
19510812,364000,1985000,295.52,304.79,300.23,0.0000000,0.0000000
19510813,364000,1985000,293.89,300.56,296.58,0.0000013,0.0000000
19510814,364000,1985000,292.35,298.53,295.39,0.0000142,0.0000000
19510815,364000,1985000,291.14,298.76,293.68,0.0000000,0.0000000
19510816,364000,1985000,289.38,296.90,292.56,0.0000552,0.0000000
19510817,364000,1985000,288.70,295.98,292.47,0.0000000,0.0000000
19510818,364000,1985000,288.27,300.36,294.30,0.0000000,0.0000000
19510819,364000,1985000,290.62,302.70,296.01,0.0000655,0.0000000
19510820,364000,1985000,291.55,294.51,293.10,0.0002110,0.0000000
19510821,364000,1985000,291.05,297.29,294.83,0.0000104,0.0000000
19510822,364000,1985000,290.58,297.98,294.85,0.0000000,0.0000000
19510823,364000,1985000,289.25,297.66,293.91,0.0000074,0.0000000
19510824,364000,1985000,290.07,299.14,294.85,0.0000000,0.0000000
19510825,364000,1985000,289.37,297.89,293.54,0.0000029,0.0000000
19510826,364000,1985000,287.73,297.80,293.05,0.0000000,0.0000000
19510827,364000,1985000,290.53,298.04,293.44,0.0000263,0.0000000
19510828,364000,1985000,289.11,300.42,293.86,0.0000000,0.0000000
19510829,364000,1985000,289.39,304.15,297.54,0.0000000,0.0000000
19510830,364000,1985000,289.34,297.93,295.66,0.0001863,0.0000000
19510831,364000,1985000,289.29,290.18,289.72,0.0000634,0.0000000
19510901,364000,1985000,287.81,294.62,291.19,0.0000000,0.0000000
19510902,364000,1985000,285.55,296.22,290.42,0.0000000,0.0000000
19510903,364000,1985000,285.87,298.48,292.27,0.0000000,0.0000000
19510904,364000,1985000,286.89,299.36,292.02,0.0000000,0.0000000
19510905,364000,1985000,287.15,299.22,292.76,0.0000130,0.0000000
19510906,364000,1985000,288.26,297.63,293.81,0.0000000,0.0000000
19510907,364000,1985000,286.62,297.60,290.70,0.0000000,0.0000000
19510908,364000,1985000,284.85,298.05,292.21,0.0000000,0.0000000
19510909,364000,1985000,285.21,298.08,291.55,0.0000000,0.0000000
19510910,364000,1985000,286.31,295.37,290.52,0.0000169,0.0000000
19510911,364000,1985000,287.65,297.14,291.72,0.0000000,0.0000000
19510912,364000,1985000,286.79,299.55,292.30,0.0000000,0.0000000
19510913,364000,1985000,286.16,295.79,290.45,0.0000012,0.0000000
19510914,364000,1985000,285.52,290.66,288.08,0.0000454,0.0000000
19510915,364000,1985000,284.30,291.20,287.57,0.0000178,0.0000000
19510916,364000,1985000,284.04,294.14,288.90,0.0000031,0.0000000
19510917,364000,1985000,283.00,294.32,287.94,0.0000000,0.0000000
19510918,364000,1985000,283.46,295.17,287.93,0.0000000,0.0000000
19510919,364000,1985000,283.08,292.15,287.82,0.0000411,0.0000000
19510920,364000,1985000,282.31,292.76,286.76,0.0000213,0.0000000
19510921,364000,1985000,283.82,294.08,288.45,0.0000000,0.0000000
19510922,364000,1985000,284.29,293.68,287.69,0.0000012,0.0000000
19510923,364000,1985000,283.56,293.65,289.83,0.0000000,0.0000000
19510924,364000,1985000,283.66,291.34,287.69,0.0000132,0.0000000
19510925,364000,1985000,282.99,289.96,286.19,0.0000614,0.0000000
19510926,364000,1985000,283.72,293.44,288.86,0.0000000,0.0000000
19510927,364000,1985000,284.95,292.98,288.10,0.0000303,0.0000000
19510928,364000,1985000,284.63,291.45,287.40,0.0000470,0.0000000
19510929,364000,1985000,283.99,290.24,286.70,0.0000653,0.0000000
19510930,364000,1985000,283.39,292.35,286.96,0.0000000,0.0000000
19511001,364000,1985000,284.11,292.72,287.50,0.0000329,0.0000000
19511002,364000,1985000,281.86,291.03,288.21,0.0000000,0.0000000
19511003,364000,1985000,282.35,291.96,286.58,0.0000000,0.0000000
19511004,364000,1985000,278.99,292.39,286.56,0.0000000,0.0000000
19511005,364000,1985000,277.76,293.09,284.55,0.0000000,0.0000000
19511006,364000,1985000,277.16,293.74,286.68,0.0000000,0.0000000
19511007,364000,1985000,280.68,295.80,286.87,0.0000000,0.0000000
19511008,364000,1985000,280.66,288.25,284.21,0.0000967,0.0000000
19511009,364000,1985000,279.61,290.58,284.21,0.0000000,0.0000000
19511010,364000,1985000,278.21,291.62,284.50,0.0000000,0.0000000
19511011,364000,1985000,277.94,291.04,284.87,0.0000000,0.0000000
19511012,364000,1985000,279.24,292.29,284.95,0.0000000,0.0000000
19511013,364000,1985000,283.47,290.51,286.41,0.0000129,0.0000000
19511014,364000,1985000,281.51,291.21,286.67,0.0000000,0.0000000
19511015,364000,1985000,278.92,292.22,284.91,0.0000000,0.0000000
19511016,364000,1985000,280.95,293.68,288.79,0.0000000,0.0000000
19511017,364000,1985000,281.92,290.10,286.18,0.0000043,0.0000000
19511018,364000,1985000,281.71,288.85,285.21,0.0000111,0.0000000
19511019,364000,1985000,281.67,294.10,288.61,0.0000054,0.0000000
19511020,364000,1985000,285.27,298.24,291.09,0.0000000,0.0000000
19511021,364000,1985000,287.24,293.50,290.55,0.0001138,0.0000000
19511022,364000,1985000,285.90,293.69,290.13,0.0000126,0.0000000
19511023,364000,1985000,285.12,292.98,288.00,0.0000000,0.0000000
19511024,364000,1985000,285.10,295.09,289.05,0.0000002,0.0000002
19511025,364000,1985000,284.38,291.42,287.85,0.0000268,0.0000000
19511026,364000,1985000,281.20,288.11,283.74,0.0000000,0.0000000
19511027,364000,1985000,282.69,293.01,286.04,0.0000012,0.0000000
19511028,364000,1985000,284.10,293.30,287.86,0.0002169,0.0000000
19511029,364000,1985000,284.61,291.97,287.60,0.0000172,0.0000000
19511030,364000,1985000,284.22,293.88,288.48,0.0000000,0.0000000
19511031,364000,1985000,285.63,293.73,289.31,0.0000000,0.0000000
19511101,364000,1985000,284.25,293.30,288.09,0.0000000,0.0000000
19511102,364000,1985000,283.76,289.95,286.99,0.0000044,0.0000000
19511103,364000,1985000,284.12,294.53,289.58,0.0000000,0.0000000
19511104,364000,1985000,283.54,289.65,286.70,0.0000000,0.0000000
19511105,364000,1985000,281.96,289.81,285.84,0.0000238,0.0000000
19511106,364000,1985000,279.95,289.64,285.26,0.0001384,0.0000000
19511107,364000,1985000,285.61,292.76,289.63,0.0000245,0.0000000
19511108,364000,1985000,286.68,292.71,289.21,0.0000016,0.0000000
19511109,364000,1985000,284.03,294.19,287.70,0.0000000,0.0000000
19511110,364000,1985000,283.34,296.24,287.85,0.0000000,0.0000000
19511111,364000,1985000,285.43,295.46,290.96,0.0000000,0.0000000
19511112,364000,1985000,287.40,293.60,290.37,0.0000018,0.0000000
19511113,364000,1985000,283.52,288.25,285.92,0.0000093,0.0000000
19511114,364000,1985000,280.38,288.57,283.86,0.0000000,0.0000000
19511115,364000,1985000,281.67,295.80,286.57,0.0000000,0.0000000
19511116,364000,1985000,287.03,294.80,291.81,0.0000000,0.0000000
19511117,364000,1985000,284.26,297.39,290.90,0.0000123,0.0000000
19511118,364000,1985000,281.12,288.92,285.30,0.0000084,0.0000000
19511119,364000,1985000,278.75,284.87,281.90,0.0000000,0.0000000
19511120,364000,1985000,278.18,283.84,282.45,0.0000736,0.0000000
19511121,364000,1985000,280.23,285.67,283.26,0.0000428,0.0000000
19511122,364000,1985000,275.98,282.97,279.96,0.0001708,0.0000000
19511123,364000,1985000,270.29,279.68,275.66,0.0000000,0.0000000
19511124,364000,1985000,272.67,279.77,276.54,0.0001657,0.0000000
19511125,364000,1985000,276.93,283.15,279.49,0.0000000,0.0000000
19511126,364000,1985000,277.91,286.12,282.29,0.0000030,0.0000000
19511127,364000,1985000,281.01,284.71,283.93,0.0000000,0.0000000
19511128,364000,1985000,280.45,285.90,282.89,0.0000000,0.0000000
19511129,364000,1985000,277.35,287.02,281.64,0.0000000,0.0000000
19511130,364000,1985000,275.43,286.50,280.02,0.0000000,0.0000000
19511201,364000,1985000,272.24,284.06,277.00,0.0000000,0.0000000
19511202,364000,1985000,271.33,282.58,276.28,0.0000000,0.0000000
19511203,364000,1985000,273.42,279.42,276.38,0.0000000,0.0000000
19511204,364000,1985000,272.42,278.06,275.88,0.0000000,0.0000000
19511205,364000,1985000,272.53,282.26,276.88,0.0000000,0.0000000
19511206,364000,1985000,276.47,285.25,279.88,0.0000000,0.0000000
19511207,364000,1985000,280.25,286.27,283.15,0.0000000,0.0000000
19511208,364000,1985000,279.75,281.89,280.48,0.0000044,0.0000000
19511209,364000,1985000,276.19,283.61,278.49,0.0000000,0.0000000
19511210,364000,1985000,273.13,283.16,279.02,0.0000000,0.0000000
19511211,364000,1985000,278.44,286.07,282.87,0.0000000,0.0000000
19511212,364000,1985000,279.92,286.55,282.59,0.0000033,0.0000000
19511213,364000,1985000,278.94,285.95,282.58,0.0000000,0.0000000
19511214,364000,1985000,278.47,283.61,280.92,0.0000000,0.0000000
19511215,364000,1985000,276.88,282.58,279.58,0.0000000,0.0000000
19511216,364000,1985000,276.86,281.74,279.60,0.0000000,0.0000000
19511217,364000,1985000,274.62,279.65,277.59,0.0000000,0.0000000
19511218,364000,1985000,272.51,279.95,275.89,0.0000803,0.0000000
19511219,364000,1985000,276.71,282.14,279.84,0.0002205,0.0000000
19511220,364000,1985000,279.86,280.52,280.28,0.0000659,0.0000000
19511221,364000,1985000,278.52,280.53,279.60,0.0001011,0.0000000
19511222,364000,1985000,276.88,281.85,278.98,0.0000061,0.0000000
19511223,364000,1985000,273.93,278.36,275.60,0.0000061,0.0000000
19511224,364000,1985000,272.23,274.16,273.37,0.0000000,0.0000000
19511225,364000,1985000,270.90,275.98,272.21,0.0000000,0.0000000
19511226,364000,1985000,270.19,274.38,272.78,0.0000000,0.0000000
19511227,364000,1985000,271.88,276.13,273.61,0.0000000,0.0000000
19511228,364000,1985000,273.71,274.04,273.91,0.0000000,0.0000000
19511229,364000,1985000,275.73,282.23,278.93,0.0000016,0.0000000
19511230,364000,1985000,273.73,277.41,275.48,0.0000029,0.0000012
19511231,364000,1985000,274.54,281.30,278.72,0.0000000,0.0000000
19520101,364000,1985000,275.62,278.50,276.85,0.0000000,0.0000000
19520102,364000,1985000,272.72,280.67,276.20,0.0000000,0.0000000
19520103,364000,1985000,274.39,283.96,278.41,0.0000208,0.0000000
19520104,364000,1985000,277.03,281.15,279.05,0.0000690,0.0000000
19520105,364000,1985000,272.50,278.15,274.58,0.0000000,0.0000000
19520106,364000,1985000,270.49,272.62,271.58,0.0000000,0.0000000
19520107,364000,1985000,270.01,274.23,272.07,0.0000024,0.0000024
19520108,364000,1985000,272.61,280.12,275.43,0.0000000,0.0000000
19520109,364000,1985000,274.80,279.08,276.70,0.0001202,0.0000000
19520110,364000,1985000,275.77,281.54,278.47,0.0000634,0.0000000
19520111,364000,1985000,276.83,280.17,277.97,0.0000184,0.0000000
19520112,364000,1985000,276.21,285.26,281.61,0.0001094,0.0000000
19520113,364000,1985000,283.79,285.02,284.41,0.0002992,0.0000000
19520114,364000,1985000,283.47,285.45,284.05,0.0001275,0.0000000
19520115,364000,1985000,281.22,287.23,283.68,0.0000000,0.0000000
19520116,364000,1985000,278.81,288.37,282.73,0.0000000,0.0000000
19520117,364000,1985000,280.37,284.39,282.92,0.0000000,0.0000000
19520118,364000,1985000,277.92,284.91,280.77,0.0000000,0.0000000
19520119,364000,1985000,277.71,286.04,282.45,0.0000160,0.0000000
19520120,364000,1985000,279.27,281.71,280.23,0.0000079,0.0000000
19520121,364000,1985000,279.36,283.38,280.96,0.0000339,0.0000000
19520122,364000,1985000,279.86,282.59,280.79,0.0000244,0.0000000
19520123,364000,1985000,280.43,283.58,282.06,0.0000783,0.0000000
19520124,364000,1985000,278.25,281.98,280.46,0.0000364,0.0000000
19520125,364000,1985000,277.67,283.98,280.74,0.0000116,0.0000000
19520126,364000,1985000,279.55,281.52,280.92,0.0000272,0.0000000
19520127,364000,1985000,279.23,286.84,283.54,0.0000000,0.0000000
19520128,364000,1985000,282.04,286.77,283.65,0.0000283,0.0000000
19520129,364000,1985000,281.94,283.42,282.79,0.0000699,0.0000000
19520130,364000,1985000,277.77,282.64,279.74,0.0000647,0.0000000
19520131,364000,1985000,274.68,278.25,275.96,0.0000000,0.0000000
